ts,day,hour,sampled_at,window_start,window_end,getoond,bekeken,bewaard,ctr,save_rate,source
2026-09-08T11:00:00+02:00,2026-09-08,11:00,2026-09-08T10:50:00+02:00,2026-09-08T09:50:04+02:00,2026-09-08T10:50:00+02:00,26113,2457,34,0.094091,0.013838,auto Playwright Chrome
2026-09-08T12:00:00+02:00,2026-09-08,12:00,2026-09-08T11:50:03+02:00,2026-09-08T10:50:00+02:00,2026-09-08T11:50:03+02:00,26147,2460,34,0.094083,0.013821,auto Playwright Chrome
2026-09-08T13:00:00+02:00,2026-09-08,13:00,2026-09-08T12:50:05+02:00,2026-09-08T11:50:03+02:00,2026-09-08T12:50:05+02:00,26175,2469,34,0.094327,0.013771,auto Playwright Chrome
2026-09-08T14:00:00+02:00,2026-09-08,14:00,2026-09-08T13:50:02+02:00,2026-09-08T12:50:05+02:00,2026-09-08T13:50:02+02:00,26210,2474,34,0.094391,0.013743,auto Playwright Chrome
2026-09-08T15:00:00+02:00,2026-09-08,15:00,2026-09-08T14:50:03+02:00,2026-09-08T13:50:02+02:00,2026-09-08T14:50:03+02:00,26250,2481,34,0.094514,0.013704,auto Playwright Chrome
2026-09-08T16:00:00+02:00,2026-09-08,16:00,2026-09-08T15:50:03+02:00,2026-09-08T14:50:03+02:00,2026-09-08T15:50:03+02:00,26282,2489,34,0.094704,0.01366,auto Playwright Chrome
2026-09-08T17:00:00+02:00,2026-09-08,17:00,2026-09-08T16:50:05+02:00,2026-09-08T15:50:03+02:00,2026-09-08T16:50:05+02:00,26311,2494,34,0.094789,0.013633,auto Playwright Chrome
2026-09-08T18:00:00+02:00,2026-09-08,18:00,2026-09-08T17:50:03+02:00,2026-09-08T16:50:05+02:00,2026-09-08T17:50:03+02:00,26345,2497,34,0.094781,0.013616,auto Playwright Chrome
2026-09-08T19:00:00+02:00,2026-09-08,19:00,2026-09-08T18:50:04+02:00,2026-09-08T17:50:03+02:00,2026-09-08T18:50:04+02:00,26371,2501,34,0.094839,0.013595,auto Playwright Chrome
2026-09-08T20:00:00+02:00,2026-09-08,20:00,2026-09-08T19:50:04+02:00,2026-09-08T18:50:04+02:00,2026-09-08T19:50:04+02:00,26402,2504,34,0.094841,0.013578,auto Playwright Chrome
2026-09-08T21:00:00+02:00,2026-09-08,21:00,2026-09-08T20:50:05+02:00,2026-09-08T19:50:04+02:00,2026-09-08T20:50:05+02:00,26458,2513,34,0.094981,0.01353,auto Playwright Chrome
2026-09-08T22:00:00+02:00,2026-09-08,22:00,2026-09-08T21:50:02+02:00,2026-09-08T20:50:05+02:00,2026-09-08T21:50:02+02:00,26489,2528,34,0.095436,0.013449,auto Playwright Chrome
2026-09-08T23:00:00+02:00,2026-09-08,23:00,2026-09-08T22:50:01+02:00,2026-09-08T21:50:02+02:00,2026-09-08T22:50:01+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T00:00:00+02:00,2026-09-09,00:00,2026-09-08T23:50:03+02:00,2026-09-08T22:50:01+02:00,2026-09-08T23:50:03+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T01:00:00+02:00,2026-09-09,01:00,2026-09-09T00:50:00+02:00,2026-09-08T23:50:03+02:00,2026-09-09T00:50:00+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T02:00:00+02:00,2026-09-09,02:00,2026-09-09T01:50:03+02:00,2026-09-09T00:50:00+02:00,2026-09-09T01:50:03+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T03:00:00+02:00,2026-09-09,03:00,2026-09-09T02:50:02+02:00,2026-09-09T01:50:03+02:00,2026-09-09T02:50:02+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T04:00:00+02:00,2026-09-09,04:00,2026-09-09T03:50:02+02:00,2026-09-09T02:50:02+02:00,2026-09-09T03:50:02+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T05:00:00+02:00,2026-09-09,05:00,2026-09-09T04:50:00+02:00,2026-09-09T03:50:02+02:00,2026-09-09T04:50:00+02:00,26534,2540,34,0.095726,0.013386,auto Playwright Chrome
2026-09-09T07:00:00+02:00,2026-09-09,07:00,2026-09-09T06:50:04+02:00,2026-09-09T04:50:00+02:00,2026-09-09T06:50:04+02:00,26661,2557,34,0.095908,0.013297,auto Playwright Chrome
2026-09-09T08:00:00+02:00,2026-09-09,08:00,2026-09-09T07:50:00+02:00,2026-09-09T06:50:04+02:00,2026-09-09T07:50:00+02:00,26673,2558,34,0.095902,0.013292,auto Playwright Chrome
2026-09-09T09:00:00+02:00,2026-09-09,09:00,2026-09-09T08:50:03+02:00,2026-09-09T07:50:00+02:00,2026-09-09T08:50:03+02:00,26685,2558,34,0.095859,0.013292,auto Playwright Chrome
2026-09-09T10:00:00+02:00,2026-09-09,10:00,2026-09-09T09:50:04+02:00,2026-09-09T08:50:03+02:00,2026-09-09T09:50:04+02:00,26703,2562,34,0.095944,0.013271,auto Playwright Chrome
2026-09-09T11:00:00+02:00,2026-09-09,11:00,2026-09-09T10:50:01+02:00,2026-09-09T09:50:04+02:00,2026-09-09T10:50:01+02:00,26733,2567,34,0.096024,0.013245,auto Playwright Chrome
2026-09-09T12:00:00+02:00,2026-09-09,12:00,2026-09-09T11:50:03+02:00,2026-09-09T10:50:01+02:00,2026-09-09T11:50:03+02:00,26757,2571,34,0.096087,0.013224,auto Playwright Chrome
2026-09-09T13:00:00+02:00,2026-09-09,13:00,2026-09-09T12:50:00+02:00,2026-09-09T11:50:03+02:00,2026-09-09T12:50:00+02:00,26757,2571,34,0.096087,0.013224,hand 12:50 (zelfde als 12:00; geen extra views)
2026-09-09T14:00:00+02:00,2026-09-09,14:00,2026-09-09T13:50:00+02:00,2026-09-09T12:50:00+02:00,2026-09-09T13:50:00+02:00,26809,2572,34,0.095938,0.013219,hand 13:50 (job hing op vault-write)
2026-09-09T15:00:00+02:00,2026-09-09,15:00,2026-09-09T14:50:01+02:00,2026-09-09T13:50:00+02:00,2026-09-09T14:50:01+02:00,26824,2573,34,0.095922,0.013214,auto Playwright Chrome
2026-09-09T16:00:00+02:00,2026-09-09,16:00,2026-09-09T15:50:04+02:00,2026-09-09T14:50:01+02:00,2026-09-09T15:50:04+02:00,26856,2573,34,0.095807,0.013214,auto Playwright Chrome
2026-09-09T17:00:00+02:00,2026-09-09,17:00,2026-09-09T16:50:01+02:00,2026-09-09T15:50:04+02:00,2026-09-09T16:50:01+02:00,26882,2577,34,0.095863,0.013194,auto Playwright Chrome
2026-09-09T18:00:00+02:00,2026-09-09,18:00,2026-09-09T17:50:02+02:00,2026-09-09T16:50:01+02:00,2026-09-09T17:50:02+02:00,26927,2581,34,0.095852,0.013173,auto Playwright Chrome
2026-09-09T19:00:00+02:00,2026-09-09,19:00,2026-09-09T18:50:03+02:00,2026-09-09T17:50:02+02:00,2026-09-09T18:50:03+02:00,26952,2584,34,0.095874,0.013158,auto Playwright Chrome
2026-09-09T20:00:00+02:00,2026-09-09,20:00,2026-09-09T19:50:03+02:00,2026-09-09T18:50:03+02:00,2026-09-09T19:50:03+02:00,26967,2586,34,0.095895,0.013148,auto Playwright Chrome
2026-09-09T21:00:00+02:00,2026-09-09,21:00,2026-09-09T20:50:04+02:00,2026-09-09T19:50:03+02:00,2026-09-09T20:50:04+02:00,27007,2593,34,0.096012,0.013112,auto Playwright Chrome
2026-09-09T22:00:00+02:00,2026-09-09,22:00,2026-09-09T21:50:04+02:00,2026-09-09T20:50:04+02:00,2026-09-09T21:50:04+02:00,27026,2596,34,0.096056,0.013097,auto Playwright Chrome
2026-09-09T23:00:00+02:00,2026-09-09,23:00,2026-09-09T22:50:04+02:00,2026-09-09T21:50:04+02:00,2026-09-09T22:50:04+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T00:00:00+02:00,2026-09-10,00:00,2026-09-09T23:50:00+02:00,2026-09-09T22:50:04+02:00,2026-09-09T23:50:00+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T01:00:00+02:00,2026-09-10,01:00,2026-09-10T00:50:02+02:00,2026-09-09T23:50:00+02:00,2026-09-10T00:50:02+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T02:00:00+02:00,2026-09-10,02:00,2026-09-10T01:50:01+02:00,2026-09-10T00:50:02+02:00,2026-09-10T01:50:01+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T03:00:00+02:00,2026-09-10,03:00,2026-09-10T02:50:04+02:00,2026-09-10T01:50:01+02:00,2026-09-10T02:50:04+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T04:00:00+02:00,2026-09-10,04:00,2026-09-10T03:50:03+02:00,2026-09-10T02:50:04+02:00,2026-09-10T03:50:03+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T05:00:00+02:00,2026-09-10,05:00,2026-09-10T04:50:04+02:00,2026-09-10T03:50:03+02:00,2026-09-10T04:50:04+02:00,27056,2597,34,0.095986,0.013092,auto Playwright Chrome
2026-09-10T06:00:00+02:00,2026-09-10,06:00,2026-09-10T05:50:04+02:00,2026-09-10T04:50:04+02:00,2026-09-10T05:50:04+02:00,27121,2599,34,0.09583,0.013082,auto Playwright Chrome
2026-09-10T07:00:00+02:00,2026-09-10,07:00,2026-09-10T06:50:01+02:00,2026-09-10T05:50:04+02:00,2026-09-10T06:50:01+02:00,27106,2599,34,0.095883,0.013082,auto Playwright Chrome
2026-09-10T08:00:00+02:00,2026-09-10,08:00,2026-09-10T07:50:04+02:00,2026-09-10T06:50:01+02:00,2026-09-10T07:50:04+02:00,27107,2599,34,0.095879,0.013082,auto Playwright Chrome
2026-09-10T09:00:00+02:00,2026-09-10,09:00,2026-09-10T08:50:01+02:00,2026-09-10T07:50:04+02:00,2026-09-10T08:50:01+02:00,27112,2599,34,0.095862,0.013082,auto Playwright Chrome
2026-09-10T10:00:00+02:00,2026-09-10,10:00,2026-09-10T09:50:00+02:00,2026-09-10T08:50:01+02:00,2026-09-10T09:50:00+02:00,27124,2599,34,0.095819,0.013082,auto Playwright Chrome
2026-09-10T11:00:00+02:00,2026-09-10,11:00,2026-09-10T10:50:04+02:00,2026-09-10T09:50:00+02:00,2026-09-10T10:50:04+02:00,27144,2599,34,0.095749,0.013082,auto Playwright Chrome
2026-09-10T12:00:00+02:00,2026-09-10,12:00,2026-09-10T11:50:04+02:00,2026-09-10T10:50:04+02:00,2026-09-10T11:50:04+02:00,27168,2602,34,0.095774,0.013067,auto Playwright Chrome
2026-09-10T13:00:00+02:00,2026-09-10,13:00,2026-09-10T12:50:04+02:00,2026-09-10T11:50:04+02:00,2026-09-10T12:50:04+02:00,27193,2603,34,0.095723,0.013062,auto Playwright Chrome
2026-09-10T14:00:00+02:00,2026-09-10,14:00,2026-09-10T13:50:01+02:00,2026-09-10T12:50:04+02:00,2026-09-10T13:50:01+02:00,27218,2603,34,0.095635,0.013062,auto Playwright Chrome
2026-09-10T15:00:00+02:00,2026-09-10,15:00,2026-09-10T14:50:02+02:00,2026-09-10T13:50:01+02:00,2026-09-10T14:50:02+02:00,27238,2605,34,0.095638,0.013052,auto Playwright Chrome
2026-09-10T16:00:00+02:00,2026-09-10,16:00,2026-09-10T15:50:04+02:00,2026-09-10T14:50:02+02:00,2026-09-10T15:50:04+02:00,27266,2605,34,0.09554,0.013052,auto Playwright Chrome
2026-09-10T17:00:00+02:00,2026-09-10,17:00,2026-09-10T16:50:01+02:00,2026-09-10T15:50:04+02:00,2026-09-10T16:50:01+02:00,27313,2608,34,0.095486,0.013037,auto Playwright Chrome
2026-09-10T18:00:00+02:00,2026-09-10,18:00,2026-09-10T17:50:01+02:00,2026-09-10T16:50:01+02:00,2026-09-10T17:50:01+02:00,27349,2609,34,0.095397,0.013032,auto Playwright Chrome
2026-09-10T19:00:00+02:00,2026-09-10,19:00,2026-09-10T18:50:01+02:00,2026-09-10T17:50:01+02:00,2026-09-10T18:50:01+02:00,27389,2611,34,0.09533,0.013022,auto Playwright Chrome
2026-09-10T20:00:00+02:00,2026-09-10,20:00,2026-09-10T19:50:04+02:00,2026-09-10T18:50:01+02:00,2026-09-10T19:50:04+02:00,27412,2611,34,0.09525,0.013022,auto Playwright Chrome
2026-09-10T21:00:00+02:00,2026-09-10,21:00,2026-09-10T20:50:04+02:00,2026-09-10T19:50:04+02:00,2026-09-10T20:50:04+02:00,27472,2615,34,0.095188,0.013002,auto Playwright Chrome
2026-09-10T22:00:00+02:00,2026-09-10,22:00,2026-09-10T21:50:06+02:00,2026-09-10T20:50:04+02:00,2026-09-10T21:50:06+02:00,27506,2617,34,0.095143,0.012992,auto Playwright Chrome
2026-09-10T23:00:00+02:00,2026-09-10,23:00,2026-09-10T22:50:05+02:00,2026-09-10T21:50:06+02:00,2026-09-10T22:50:05+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T00:00:00+02:00,2026-09-11,00:00,2026-09-10T23:50:06+02:00,2026-09-10T22:50:05+02:00,2026-09-10T23:50:06+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T01:00:00+02:00,2026-09-11,01:00,2026-09-11T00:50:03+02:00,2026-09-10T23:50:06+02:00,2026-09-11T00:50:03+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T02:00:00+02:00,2026-09-11,02:00,2026-09-11T01:50:06+02:00,2026-09-11T00:50:03+02:00,2026-09-11T01:50:06+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T03:00:00+02:00,2026-09-11,03:00,2026-09-11T02:50:03+02:00,2026-09-11T01:50:06+02:00,2026-09-11T02:50:03+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T04:00:00+02:00,2026-09-11,04:00,2026-09-11T03:50:00+02:00,2026-09-11T02:50:03+02:00,2026-09-11T03:50:00+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T05:00:00+02:00,2026-09-11,05:00,2026-09-11T04:50:02+02:00,2026-09-11T03:50:00+02:00,2026-09-11T04:50:02+02:00,27562,2618,34,0.094986,0.012987,auto Playwright Chrome
2026-09-11T06:00:00+02:00,2026-09-11,06:00,2026-09-11T05:50:04+02:00,2026-09-11T04:50:02+02:00,2026-09-11T05:50:04+02:00,27653,2615,34,0.094565,0.013002,auto Playwright Chrome
2026-09-11T07:00:00+02:00,2026-09-11,07:00,2026-09-11T06:50:02+02:00,2026-09-11T05:50:04+02:00,2026-09-11T06:50:02+02:00,27641,2615,34,0.094606,0.013002,auto Playwright Chrome
2026-09-11T08:00:00+02:00,2026-09-11,08:00,2026-09-11T07:50:03+02:00,2026-09-11T06:50:02+02:00,2026-09-11T07:50:03+02:00,27643,2615,34,0.094599,0.013002,auto Playwright Chrome
2026-09-11T09:00:00+02:00,2026-09-11,09:00,2026-09-11T08:50:02+02:00,2026-09-11T07:50:03+02:00,2026-09-11T08:50:02+02:00,27655,2615,34,0.094558,0.013002,auto Playwright Chrome
2026-09-11T10:00:00+02:00,2026-09-11,10:00,2026-09-11T09:50:01+02:00,2026-09-11T08:50:02+02:00,2026-09-11T09:50:01+02:00,27675,2615,34,0.09449,0.013002,auto Playwright Chrome
2026-09-11T11:00:00+02:00,2026-09-11,11:00,2026-09-11T10:50:01+02:00,2026-09-11T09:50:01+02:00,2026-09-11T10:50:01+02:00,27698,2615,34,0.094411,0.013002,auto Playwright Chrome
2026-09-11T12:00:00+02:00,2026-09-11,12:00,2026-09-11T11:50:06+02:00,2026-09-11T10:50:01+02:00,2026-09-11T11:50:06+02:00,27733,2616,34,0.094328,0.012997,auto Playwright Chrome
2026-09-11T13:00:00+02:00,2026-09-11,13:00,2026-09-11T12:50:01+02:00,2026-09-11T11:50:06+02:00,2026-09-11T12:50:01+02:00,27776,2617,34,0.094218,0.012992,auto Playwright Chrome
